method_id,project,file_path,startline,endline,method_loc,srp,ocp,dip,clone_type,method_source
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/dispatcher/mapper/RestfulActionMapperTest.java:57-67,struts,test/java/org/apache/struts2/dispatcher/mapper/RestfulActionMapperTest.java,57,67,11.0,2,2,2,T3,"public void testGetUriParamId () {
    Map < String, Object > param = new HashMap < > ();
    param.put (""article"", ""123"");
    param.put (""viewId"", ""456"");
    ActionMapping am = new ActionMapping ();
    am.setName (""view"");
    am.setNamespace (""secure"");
    am.setParams (param);
    assertEquals (""secureview/456"", mapper.getUriFromActionMapping (am));
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/DateTagTest.java:133-146,struts,test/java/org/apache/struts2/views/jsp/ui/DateTagTest.java,133,146,14.0,1,2,2,T3,"public void testCustomGlobalFormatFormat () throws Exception {
    String format = ""yyyy/MM/dd hh:mm:ss"";
    LocalDateTime now = LocalDateTime.now ();
    String formatted = DateTimeFormatter.ofPattern (format).format (now);
    context.put (""myDate"", now);
    ((TestAction) action).setText (org.apache.struts2.components.Date.DATETAG_PROPERTY, format);
    tag.setName (""myDate"");
    tag.setNice (false);
    tag.doStartTag ();
    tag.doEndTag ();
    assertEquals (formatted, writer.toString ());
}"
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/launcher/core/DefaultLauncherTests.java:824-852,junit5,test/java/org/junit/platform/launcher/core/DefaultLauncherTests.java,824,852,29.0,2,2,1,T3,"void logsNonCriticalIssuesForExecutionFailure (@TrackLogRecords
LogRecordListener listener) {
    var result = execute (new TestEngineStub (""engine-id"") {
        @Override
        public TestDescriptor discover (EngineDiscoveryRequest discoveryRequest, UniqueId uniqueId) {
            var listener = discoveryRequest.getDiscoveryListener ();
            listener.issueEncountered (uniqueId, DiscoveryIssue.create (Severity.INFO, ""info""));
            return new EngineDescriptor (uniqueId, ""Engine"");
        }@Override
        public void execute (ExecutionRequest request) {
            throw new RuntimeException (""boom"");
        }
    }
    );
    assertThat (result.testIdentifier ().getDisplayName ()).isEqualTo (""Engine"");
    assertThat (result.testExecutionResult ().getThrowable ().orElseThrow ()).hasMessage (""TestEngine with ID 'engine-id' failed to execute tests"").cause ().hasMessage (""boom"");
    var logRecord = findFirstDiscoveryIssueLogRecord (listener, Level.INFO);
    assertThat (logRecord.getMessage ()).startsWith (""TestEngine with ID 'engine-id' encountered a non-critical issue during test discovery"").contains (""(1) [INFO] info"");
    assertThat (logRecord.getInstant ()).isBetween (result.startTime (), result.finishTime ());
}"
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/boot/model/relational/SqlStringGenerationContext.java:131-141,hibernate-orm,main/java/org/hibernate/boot/model/relational/SqlStringGenerationContext.java,131,141,11.0,2,2,1,T3,"default QualifiedSequenceName withDefaults (QualifiedSequenceName name) {
    if (name.getCatalogName () == null && getDefaultCatalog () != null || name.getSchemaName () == null && getDefaultSchema () != null) {
        return new QualifiedSequenceName (catalogWithDefault (name.getCatalogName ()), schemaWithDefault (name.getSchemaName ()), name.getSequenceName ());
    }
    return name;
}"
systems/Projects/struts-main/plugins/json/src/test/java/org/apache/struts2/json/JSONPopulatorTest.java:166-175,struts,test/java/org/apache/struts2/json/JSONPopulatorTest.java,166,175,10.0,2,2,1,T3,"public void testInfiniteLoop () throws JSONException {
    try {
        JSONReader reader = new JSONReader ();
        reader.read (""[1,\""a]"");
        fail (""Should have thrown an exception"");
    } catch (JSONException e) {
    }
}"
systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/api/AssertThrowsExactlyAssertionsTests.java:265-279,junit5,test/java/org/junit/jupiter/api/AssertThrowsExactlyAssertionsTests.java,265,279,15.0,2,2,1,T3,"void assertThrowsWithExecutableThatThrowsInstanceOfStaticNestedClassAsUnexpectedException () {
    try {
        assertThrowsExactly (IllegalStateException.class, () -> {
            throw new LocalException ();
        });
        expectAssertionFailedError ();
    } catch (AssertionFailedError ex) {
        assertMessageStartsWith (ex, ""Unexpected exception type thrown, "");
        assertMessageContains (ex, ""expected: <java.lang.IllegalStateException>"");
        assertMessageContains (ex, ""but was: <"" + LocalException.class.getName ().replace (""$"", ""."") + "">"");
        assertThat (ex).hasCauseExactlyInstanceOf (LocalException.class);
    }
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/validator/validators/RequiredStringValidatorTest.java:107-127,struts,test/java/org/apache/struts2/validator/validators/RequiredStringValidatorTest.java,107,127,21.0,2,2,0,T3,"public void testRequiredStringFails () throws Exception {
    ValueStack valueStack = ActionContext.getContext ().getValueStack ();
    ValidationAction action = new ValidationAction ();
    valueStack.push (action);
    ValidatorContext context = new DummyValidatorContext (action, tpf);
    RequiredStringValidator validator = new RequiredStringValidator ();
    validator.setValidatorContext (context);
    validator.setFieldName (""stringValue"");
    validator.setValueStack (valueStack);
    validator.setDefaultMessage (""Field ${fieldName} is required"");
    validator.validate (action);
    assertTrue (context.getFieldErrors ().size () == 1);
    assertEquals (context.getFieldErrors ().get (""stringValue"").get (0), ""Field stringValue is required"");
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/SubmitTest.java:299-321,struts,test/java/org/apache/struts2/views/jsp/ui/SubmitTest.java,299,321,23.0,2,2,1,T3,"public void testImageSimple () throws Exception {
    TestAction testAction = (TestAction) action;
    testAction.setFoo (""bar"");
    SubmitTag tag = new SubmitTag ();
    tag.setPageContext (pageContext);
    tag.setType (""image"");
    tag.setName (""myname"");
    tag.setValue (""%{foo}"");
    tag.setDisabled (""true"");
    tag.doStartTag ();
    tag.doEndTag ();
    verify (TextFieldTag.class.getResource (""Submit-5.txt""));
    SubmitTag freshTag = new SubmitTag ();
    freshTag.setPageContext (pageContext);
    assertFalse (""Tag state after doEndTag() under default tag clear state is equal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/AnchorTest.java:262-277,struts,test/java/org/apache/struts2/views/jsp/ui/AnchorTest.java,262,277,16.0,2,2,1,T3,"public void testSimpleWithBodyNotHTMLEscaped () throws Exception {
    createAction ();
    AnchorTag tag = createTag ();
    tag.setHref (""a"");
    tag.setEscapeHtmlBody (""false"");
    StrutsBodyContent body = new StrutsBodyContent (null);
    body.print (""should not HTML escape: < & >"");
    tag.setBodyContent (body);
    tag.doStartTag ();
    tag.doEndTag ();
    verifyResource (""href-5.txt"");
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/URLTagTest.java:215-289,struts,test/java/org/apache/struts2/views/jsp/URLTagTest.java,215,289,75.0,0,2,1,T3,"public void testParametersPriority_clearTagStateSet () throws Exception {
    request.setQueryString (""id1=urlId1&id2=urlId2&urlParam1=urlValue1&urlParam2=urlValue2"");
    tag.setPerformClearTagStateForTagPoolingServers (true);
    tag.setValue (""testAction.action?id1=tagId1&id2=tagId2&tagId=tagValue"");
    ParamTag param1 = new ParamTag ();
    param1.setPerformClearTagStateForTagPoolingServers (true);
    param1.setPageContext (pageContext);
    param1.setName (""param1"");
    param1.setValue (""%{'param1value'}"");
    ParamTag param2 = new ParamTag ();
    param2.setPerformClearTagStateForTagPoolingServers (true);
    param2.setPageContext (pageContext);
    param2.setName (""param2"");
    param2.setValue (""%{'param2value'}"");
    ParamTag param3 = new ParamTag ();
    param3.setPerformClearTagStateForTagPoolingServers (true);
    param3.setPageContext (pageContext);
    param3.setName (""id1"");
    param3.setValue (""%{'paramId1'}"");
    tag.doStartTag ();
    setComponentTagClearTagState (tag, true);
    param1.doStartTag ();
    setComponentTagClearTagState (param1, true);
    param1.doEndTag ();
    param2.doStartTag ();
    setComponentTagClearTagState (param2, true);
    param2.doEndTag ();
    param3.doStartTag ();
    setComponentTagClearTagState (param3, true);
    param3.doEndTag ();
    URL url = (URL) tag.getComponent ();
    Map parameters = url.getAttributes ();
    assertNotNull (parameters);
    assertEquals (parameters.size (), 7);
    assertEquals (parameters.get (""id1""), ""paramId1"");
    assertEquals (parameters.get (""id2""), ""tagId2"");
    assertEquals (parameters.get (""urlParam1""), ""urlValue1"");
    assertEquals (parameters.get (""urlParam2""), ""urlValue2"");
    assertEquals (parameters.get (""tagId""), ""tagValue"");
    assertEquals (parameters.get (""param1""), ""param1value"");
    assertEquals (parameters.get (""param2""), ""param2value"");
    tag.doEndTag ();
    ParamTag freshParamTag = new ParamTag ();
    freshParamTag.setPerformClearTagStateForTagPoolingServers (true);
    freshParamTag.setPageContext (pageContext);
    assertTrue (""Tag state after doEndTag() and explicit tag state clearing is inequal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (param1, freshParamTag));
    assertTrue (""Tag state after doEndTag() and explicit tag state clearing is inequal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (param2, freshParamTag));
    assertTrue (""Tag state after doEndTag() and explicit tag state clearing is inequal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (param3, freshParamTag));
    URLTag freshTag = new URLTag ();
    freshTag.setPerformClearTagStateForTagPoolingServers (true);
    freshTag.setPageContext (pageContext);
    assertTrue (""Tag state after doEndTag() and explicit tag state clearing is inequal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}"
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/resource/transaction/backend/jta/internal/JtaTransactionAdapterTransactionManagerImpl.java:68-83,hibernate-orm,main/java/org/hibernate/resource/transaction/backend/jta/internal/JtaTransactionAdapterTransactionManagerImpl.java,68,83,16.0,1,2,2,T3,"public void rollback () {
    try {
        if (initiator) {
            initiator = false;
            log.trace (""Calling TransactionManager#rollback"");
            transactionManager.rollback ();
            log.trace (""Called TransactionManager#rollback"");
        }
        else {
            markRollbackOnly ();
        }
    } catch (Exception e) {
        throw new TransactionException (""JTA TransactionManager#rollback failed"", e);
    }
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/IteratorGeneratorTagTest.java:200-237,struts,test/java/org/apache/struts2/views/jsp/IteratorGeneratorTagTest.java,200,237,38.0,1,2,1,T3,"public void testGeneratorWithConverter () throws Exception {
    IteratorGeneratorTag tag = new IteratorGeneratorTag ();
    tag.setPageContext (pageContext);
    tag.setVal (""%{'aaa, bbb, ccc, ddd, eee'}"");
    tag.setConverter (""myConverter"");
    tag.doStartTag ();
    Object topOfStack = stack.findValue (""top"");
    tag.doEndTag ();
    Object afterTopOfStack = stack.findValue (""top"");
    assertTrue (topOfStack instanceof Iterator);
    assertTrue (((Iterator) topOfStack).hasNext ());
    assertEquals (((Iterator) topOfStack).next (), ""myConverter-aaa"");
    assertTrue (((Iterator) topOfStack).hasNext ());
    assertEquals (((Iterator) topOfStack).next (), ""myConverter-bbb"");
    assertTrue (((Iterator) topOfStack).hasNext ());
    assertEquals (((Iterator) topOfStack).next (), ""myConverter-ccc"");
    assertTrue (((Iterator) topOfStack).hasNext ());
    assertEquals (((Iterator) topOfStack).next (), ""myConverter-ddd"");
    assertTrue (((Iterator) topOfStack).hasNext ());
    assertEquals (((Iterator) topOfStack).next (), ""myConverter-eee"");
    assertFalse (((Iterator) topOfStack).hasNext ());
    assertNotSame (afterTopOfStack, topOfStack);
    IteratorGeneratorTag freshTag = new IteratorGeneratorTag ();
    freshTag.setPageContext (pageContext);
    assertFalse (""Tag state after doEndTag() under default tag clear state is equal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/NumberTagTest.java:85-109,struts,test/java/org/apache/struts2/views/jsp/NumberTagTest.java,85,109,25.0,1,2,1,T3,"public void testSimpleCurrencyUSFormat () throws Exception {
    context = ActionContext.of (context).withLocale (Locale.US).getContextMap ();
    TestAction testAction = (TestAction) action;
    testAction.setFloatNumber (120.0f);
    NumberTag tag = new NumberTag ();
    tag.setPageContext (pageContext);
    tag.setName (""floatNumber"");
    tag.setType (""currency"");
    tag.doStartTag ();
    tag.doEndTag ();
    assertEquals (""$120.00"", writer.toString ());
    NumberTag freshTag = new NumberTag ();
    freshTag.setPageContext (pageContext);
    assertFalse (""Tag state after doEndTag() under default tag clear state is equal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/interceptor/parameter/ParametersInterceptorTest.java:814-849,struts,test/java/org/apache/struts2/interceptor/parameter/ParametersInterceptorTest.java,814,849,36.0,1,2,1,T3,"public void testAcceptedParametersValuesAreIgnored () throws Exception {
    ParametersInterceptor pi = createParametersInterceptor ();
    pi.setAcceptedValuePatterns (""^\\$\\{foo\\}.*,^%\\{bar\\}.*,^fooValue"");
    assertTrue (""${foo} was allowed by isParamValueAccepted"", pi.isParamValueAccepted (""${foo}""));
    final Map < String, Object > actual = injectValueStackFactory (pi);
    ValueStack stack = injectValueStack (actual);
    final Map < String, Object > expected = new HashMap < String, Object > () {

        {
            put (""fooKey"", ""fooValue"");
            put (""fooKey2"", """");
            put (""allowedKey"", ""${foo}"");
            put (""allowedKey2"", ""%{bar}"");
        }

    }
    ;
    Map < String, Object > parameters = new HashMap < String, Object > () {

        {
            put (""barKey$"", ""${2+2}"");
            put (""barKey2$"", ""foo${2+2}"");
            put (""barKey3$"", ""foo${2+2}foo"");
            put (""barKey%"", ""%{2+2}"");
            put (""barKey2%"", ""foo%{2+2}"");
            put (""barKey3%"", ""foo%{2+2}foo"");
            put (""allowedKey"", ""${foo}"");
            put (""allowedKey2"", ""%{bar}"");
            put (""fooKey"", ""fooValue"");
            put (""fooKey2"", """");
        }

    }
    ;
    pi.applyParameters (new NoParametersAction (), stack, HttpParameters.create (parameters).build ());
    assertEquals (expected, actual);
}"
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/runner/JUnitPlatformRunnerTests.java:410-420,junit5,test/java/org/junit/platform/runner/JUnitPlatformRunnerTests.java,410,420,11.0,2,2,2,T3,"void doesNotAddClassNameFilterWhenIncludeClassNamePatternsAnnotationIsPresentWithEmptyArguments () {
    @IncludeClassNamePatterns ({})
    class TestCase {

    }
    var request = instantiateRunnerAndCaptureGeneratedRequest (TestCase.class);
    var filters = request.getFiltersByType (ClassNameFilter.class);
    assertThat (filters).isEmpty ();
}"
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/runner/JUnitPlatformRunnerTests.java:320-330,junit5,test/java/org/junit/platform/runner/JUnitPlatformRunnerTests.java,320,330,11.0,2,2,2,T3,"void addsDefaultClassNameFilterToRequestWhenFilterClassNameAnnotationIsNotPresentOnTestSuite () {
    @SelectPackages (""foo"")
    class TestCase {

    }
    var request = instantiateRunnerAndCaptureGeneratedRequest (TestCase.class);
    var filters = request.getFiltersByType (ClassNameFilter.class);
    assertThat (getOnlyElement (filters).toString ()).contains (STANDARD_INCLUDE_PATTERN);
}"
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/launcher/core/DefaultLauncherTests.java:757-785,junit5,test/java/org/junit/platform/launcher/core/DefaultLauncherTests.java,757,785,29.0,1,2,1,T3,"void logsNonCriticalIssuesForRegularEngineExecution (@TrackLogRecords
LogRecordListener listener) {
    var result = execute (new TestEngineStub (""engine-id"") {
        @Override
        public TestDescriptor discover (EngineDiscoveryRequest discoveryRequest, UniqueId uniqueId) {
            var listener = discoveryRequest.getDiscoveryListener ();
            listener.issueEncountered (uniqueId, DiscoveryIssue.create (Severity.INFO, ""info""));
            return new EngineDescriptor (uniqueId, ""Engine"");
        }@Override
        public void execute (ExecutionRequest request) {
            var executionListener = request.getEngineExecutionListener ();
            var engineDescriptor = request.getRootTestDescriptor ();
            executionListener.executionStarted (engineDescriptor);
            executionListener.executionFinished (engineDescriptor, successful ());
        }
    }
    );
    assertThat (result.testIdentifier ().getDisplayName ()).isEqualTo (""Engine"");
    assertThat (result.testExecutionResult ().getStatus ()).isEqualTo (Status.SUCCESSFUL);
    var logRecord = findFirstDiscoveryIssueLogRecord (listener, Level.INFO);
    assertThat (logRecord.getMessage ()).startsWith (""TestEngine with ID 'engine-id' encountered a non-critical issue during test discovery"").contains (""(1) [INFO] info"");
    assertThat (logRecord.getInstant ()).isBetween (result.startTime (), result.finishTime ());
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java:294-333,struts,test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,294,333,40.0,2,2,0,T3,"public void testInterceptSelectedCookiesNameAndValue () throws Exception {
    MockHttpServletRequest request = new MockHttpServletRequest ();
    request.setCookies (new Cookie (""cookie1"", ""cookie1value""), new Cookie (""cookie2"", ""cookie2value""), new Cookie (""cookie3"", ""cookie3value""));
    ServletActionContext.setRequest (request);
    MockActionWithCookieAware action = new MockActionWithCookieAware ();
    ActionContext.getContext ().getValueStack ().push (action);
    ActionInvocation invocation = (ActionInvocation) createMock (ActionInvocation.class);
    expect (invocation.getAction ()).andReturn (action);
    expect (invocation.invoke ()).andReturn (Action.SUCCESS);
    replay (invocation);
    CookieInterceptor interceptor = new CookieInterceptor ();
    interceptor.setExcludedPatternsChecker (new DefaultExcludedPatternsChecker ());
    interceptor.setAcceptedPatternsChecker (new DefaultAcceptedPatternsChecker ());
    interceptor.setCookiesName (""cookie1, cookie3"");
    interceptor.setCookiesValue (""cookie1value"");
    interceptor.intercept (invocation);
    assertFalse (action.getCookiesMap ().isEmpty ());
    assertEquals (action.getCookiesMap ().size (), 1);
    assertEquals (action.getCookiesMap ().get (""cookie1""), ""cookie1value"");
    assertEquals (action.getCookiesMap ().get (""cookie2""), null);
    assertEquals (action.getCookiesMap ().get (""cookie3""), null);
    assertEquals (action.getCookie1 (), ""cookie1value"");
    assertEquals (action.getCookie2 (), null);
    assertEquals (action.getCookie3 (), null);
    assertEquals (ActionContext.getContext ().getValueStack ().findValue (""cookie1""), ""cookie1value"");
    assertEquals (ActionContext.getContext ().getValueStack ().findValue (""cookie2""), null);
    assertEquals (ActionContext.getContext ().getValueStack ().findValue (""cookie3""), null);
    verify (invocation);
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/validator/validators/DateRangeFieldValidatorTest.java:66-78,struts,test/java/org/apache/struts2/validator/validators/DateRangeFieldValidatorTest.java,66,78,13.0,2,2,1,T3,"public void testMaxValidation () throws Exception {
    ValidationAction action = prepareAction (createDate (2014, Calendar.APRIL, 4));
    ValidatorContext context = new DummyValidatorContext (action, tpf);
    DateRangeFieldValidator validator = prepareValidator (action, context);
    validator.validate (action);
    assertEquals (1, context.getFieldErrors ().size ());
    assertEquals (""Max is 12.12.13, min is 01.01.13 but value is 04.04.14"", context.getFieldErrors ().get (""dateRange"").get (0));
}"
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/dialect/lock/PessimisticReadUpdateLockingStrategy.java:123-134,hibernate-orm,main/java/org/hibernate/dialect/lock/PessimisticReadUpdateLockingStrategy.java,123,134,12.0,2,2,1,T3,"protected String generateLockString () {
    final SessionFactoryImplementor factory = lockable.getFactory ();
    final Update update = new Update (factory);
    update.setTableName (lockable.getRootTableName ());
    update.addAssignment (lockable.getVersionColumnName ());
    update.addRestriction (lockable.getRootTableIdentifierColumnNames ());
    update.addRestriction (lockable.getVersionColumnName ());
    if (factory.getSessionFactoryOptions ().isCommentsEnabled ()) {
        update.setComment (lockMode + "" lock "" + lockable.getEntityName ());
    }
    return update.toStatementString ();
}"
systems/Projects/struts-main/plugins/bean-validation/src/test/java/org/apache/struts/beanvalidation/BeanValidationInterceptorTest.java:107-119,struts,test/java/org/apache/struts/beanvalidation/BeanValidationInterceptorTest.java,107,119,13.0,2,2,2,T3,"public void testModelDrivenActionSkipValidationByInterface () throws Exception {
    ActionProxy baseActionProxy = actionProxyFactory.createActionProxy (""bean-validation"", ""modelDrivenActionSkipValidationByInterface"", null, null);
    ModelDrivenAction action = (ModelDrivenAction) baseActionProxy.getAction ();
    action.getModel ().setName (null);
    action.getModel ().setEmail (null);
    action.getModel ().getAddress ().setStreet (null);
    baseActionProxy.execute ();
    Map < String, List < String > > fieldErrors = ((ValidationAware) baseActionProxy.getAction ()).getFieldErrors ();
    assertNotNull (fieldErrors);
    assertEquals (0, fieldErrors.size ());
}"
systems/Projects/SolidLeaning/fitnesse/src/fitnesse/wiki/fs/WikiPageProperties.java:44-53,fitnesse,fitnesse/wiki/fs/WikiPageProperties.java,44,53,10.0,2,2,2,T3,"public void loadFromXmlStream (InputStream inputStream) {
    Document document;
    try {
        document = XmlUtil.newDocument (inputStream);
    } catch (Exception e) {
        throw new WikiPageLoadException (""Unable to parse XML from stream"", e);
    }
    Element root = document.getDocumentElement ();
    loadFromRootElement (root);
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/IteratorTagTest.java:652-661,struts,test/java/org/apache/struts2/views/jsp/IteratorTagTest.java,652,661,10.0,2,2,2,T3,"public void testEmptyCollection () {
    Foo foo = new Foo ();
    foo.setList (new ArrayList < > ());
    stack.push (foo);
    tag.setValue (""list"");
    validateSkipBody ();
}"
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/boot/model/naming/ImplicitNamingStrategyJpaCompliantImpl.java:200-209,hibernate-orm,main/java/org/hibernate/boot/model/naming/ImplicitNamingStrategyJpaCompliantImpl.java,200,209,10.0,2,2,2,T3,"public Identifier determineForeignKeyName (ImplicitForeignKeyNameSource source) {
    final Identifier userProvidedIdentifier = source.getUserProvidedIdentifier ();
    final MetadataBuildingContext buildingContext = source.getBuildingContext ();
    return userProvidedIdentifier != null ? userProvidedIdentifier : toIdentifier (NamingHelper.withCharset (buildingContext.getBuildingOptions ().getSchemaCharset ()).generateHashedFkName (""FK"", source.getTableName (), source.getReferencedTableName (), source.getColumnNames ()), buildingContext);
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/FormTagTest.java:1090-1116,struts,test/java/org/apache/struts2/views/jsp/ui/FormTagTest.java,1090,1116,27.0,1,2,1,T3,"public void testFormTagWithDifferentActionExtension () throws Exception {
    initDispatcher (new HashMap < String, String > () {

        {
            put (StrutsConstants.STRUTS_ACTION_EXTENSION, ""jspa"");
            put (""configProviders"", TestConfigurationProvider.class.getName ());
        }

    }
    );
    createMocks ();
    request.setServletPath (""/testNamespace/testNamespaceAction"");
    FormTag tag = new FormTag ();
    tag.setPageContext (pageContext);
    tag.setNamespace (""/testNamespace"");
    tag.setAction (""testNamespaceAction"");
    tag.setMethod (""post"");
    tag.setName (""myForm"");
    tag.doStartTag ();
    tag.doEndTag ();
    verify (FormTag.class.getResource (""Formtag-5.txt""));
    FormTag freshTag = new FormTag ();
    freshTag.setPageContext (pageContext);
    assertFalse (""Tag state after doEndTag() under default tag clear state is equal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", strutsBodyTagsAreReflectionEqual (tag, freshTag));
}"
systems/Projects/junit5-main/junit-platform-commons/src/main/java/org/junit/platform/commons/util/ReflectionUtils.java:1715-1727,junit5,main/java/org/junit/platform/commons/util/ReflectionUtils.java,1715,1727,13.0,2,2,2,T3,"public static Stream < Method > streamMethods (Class < ? > clazz, Predicate < Method > predicate, HierarchyTraversalMode traversalMode) {
    Preconditions.notNull (clazz, ""Class must not be null"");
    Preconditions.notNull (predicate, ""Predicate must not be null"");
    Preconditions.notNull (traversalMode, ""HierarchyTraversalMode must not be null"");
    return findAllMethodsInHierarchy (clazz, traversalMode).stream ().filter (predicate).distinct ();
}"
systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/api/AssertEqualsAssertionsTests.java:273-284,junit5,test/java/org/junit/jupiter/api/AssertEqualsAssertionsTests.java,273,284,12.0,2,2,2,T3,"void assertEqualsFloat () {
    assertEquals (1.0f, 1.0f);
    assertEquals (1.0f, 1.0f, ""message"");
    assertEquals (1.0f, 1.0f, () -> ""message"");
    assertEquals (Float.NaN, Float.NaN);
    assertEquals (Float.NEGATIVE_INFINITY, Float.NEGATIVE_INFINITY);
    assertEquals (Float.POSITIVE_INFINITY, Float.POSITIVE_INFINITY);
    assertEquals (Float.MIN_VALUE, Float.MIN_VALUE);
    assertEquals (Float.MAX_VALUE, Float.MAX_VALUE);
    assertEquals (Float.MIN_NORMAL, Float.MIN_NORMAL);
    assertEquals (Double.NaN, Float.NaN);
}"
systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/engine/discovery/DiscoverySelectorResolverTests.java:571-586,junit5,test/java/org/junit/jupiter/engine/discovery/DiscoverySelectorResolverTests.java,571,586,16.0,2,2,2,T3,"void nestedTestResolutionFromBaseClass () {
    ClassSelector selector = selectClass (TestCaseWithNesting.class);
    resolve (request ().selectors (selector));
    List < UniqueId > uniqueIds = uniqueIds ();
    assertThat (uniqueIds).hasSize (6);
    assertThat (uniqueIds).contains (uniqueIdForClass (TestCaseWithNesting.class));
    assertThat (uniqueIds).contains (uniqueIdForMethod (TestCaseWithNesting.class, ""testA()""));
    assertThat (uniqueIds).contains (uniqueIdForClass (TestCaseWithNesting.NestedTestCase.class));
    assertThat (uniqueIds).contains (uniqueIdForMethod (TestCaseWithNesting.NestedTestCase.class, ""testB()""));
    assertThat (uniqueIds).contains (uniqueIdForClass (TestCaseWithNesting.NestedTestCase.DoubleNestedTestCase.class));
    assertThat (uniqueIds).contains (uniqueIdForMethod (TestCaseWithNesting.NestedTestCase.DoubleNestedTestCase.class, ""testC()""));
}"
systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/engine/discovery/predicates/TestClassPredicatesTests.java:203-214,junit5,test/java/org/junit/jupiter/engine/discovery/predicates/TestClassPredicatesTests.java,203,214,12.0,2,2,1,T3,"void privateStaticTestClassEvaluatesToFalse () {
    var candidate = TestCases.PrivateStaticTestCase.class;
    assertTrue (predicates.looksLikeIntendedTestClass (candidate));
    assertFalse (predicates.isValidStandaloneTestClass (candidate));
    var notPrivateIssue = DiscoveryIssue.builder (Severity.WARNING, ""Test class '%s' must not be private. It will not be executed."".formatted (candidate.getName ())).source (ClassSource.from (candidate)).build ();
    assertThat (discoveryIssues).containsExactly (notPrivateIssue);
}"
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/IfTagTest.java:44-77,struts,test/java/org/apache/struts2/views/jsp/IfTagTest.java,44,77,34.0,2,2,1,T3,"public void testNonBooleanTest () {
    Foo foo = new Foo ();
    foo.setNum (1);
    stack.push (foo);
    tag.setTest (""num"");
    int result = 0;
    try {
        result = tag.doStartTag ();
    } catch (JspException e) {
        e.printStackTrace ();
        fail ();
    }
    assertEquals (TagSupport.EVAL_BODY_INCLUDE, result);
    try {
        result = tag.doEndTag ();
    } catch (JspException e) {
        e.printStackTrace ();
        fail ();
    }
    IfTag freshTag = new IfTag ();
    freshTag.setPageContext (pageContext);
    assertFalse (""Tag state after doEndTag() under default tag clear state is equal to new Tag with pageContext/parent set.  "" + ""May indicate that clearTagStateForTagPoolingServers() calls are not working properly."", objectsAreReflectionEqual (tag, freshTag));
}"
