method_id,principle,rater_scores,na_flags,reason
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/dispatcher/TwoFilterIntegrationTest.java:152-180,ocp,"{""ocp_rater_annotator_a"": 1, ""ocp_rater_annotator_b"": 2}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/test/org/openqa/selenium/WebNetworkTest.java:351-405,ocp,"{""ocp_rater_annotator_a"": 2, ""ocp_rater_annotator_b"": 1}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/test/org/openqa/selenium/grid/data/NodeStatusTest.java:114-149,ocp,"{""ocp_rater_annotator_a"": 2, ""ocp_rater_annotator_b"": 1}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/src/org/openqa/selenium/remote/http/RetryRequest.java:39-80,ocp,"{""ocp_rater_annotator_a"": 0, ""ocp_rater_annotator_b"": 2}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jackson-databind-2.19/src/main/java/com/fasterxml/jackson/databind/util/BeanUtil.java:47-73,ocp,"{""ocp_rater_annotator_a"": 0, ""ocp_rater_annotator_b"": 1}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/util/JsseSSLManager.java:98-120,ocp,"{""ocp_rater_annotator_a"": 0, ""ocp_rater_annotator_b"": 2}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/slim/SlimServiceTestBase.java:33-51,ocp,"{""ocp_rater_annotator_a"": 1, ""ocp_rater_annotator_b"": 2}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/dispatcher/DefaultDispatcherErrorHandler.java:108-135,ocp,"{""ocp_rater_annotator_a"": 1, ""ocp_rater_annotator_b"": 2}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/src/fitnesse/responders/testHistory/PageHistoryResponder.java:125-141,ocp,"{""ocp_rater_annotator_a"": 1, ""ocp_rater_annotator_b"": 2}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/dialect/type/OracleUserDefinedTypeExporter.java:41-273,ocp,"{""ocp_rater_annotator_a"": 0, ""ocp_rater_annotator_b"": 1}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/src/org/openqa/selenium/grid/web/JarFileResource.java:89-104,ocp,"{""ocp_rater_annotator_a"": 1, ""ocp_rater_annotator_b"": 2}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/components/src/main/java/org/apache/jmeter/visualizers/backend/graphite/GraphiteBackendListenerClient.java:301-331,ocp,"{""ocp_rater_annotator_a"": 1, ""ocp_rater_annotator_b"": 2}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/testbeans/gui/ComboStringEditor.java:110-145,ocp,"{""ocp_rater_annotator_a"": 0, ""ocp_rater_annotator_b"": 1}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/text/AbstractLocalizedTextProvider.java:111-133,ocp,"{""ocp_rater_annotator_a"": 0, ""ocp_rater_annotator_b"": 2}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/util/finder/ResourceFinder.java:1115-1158,ocp,"{""ocp_rater_annotator_a"": 0, ""ocp_rater_annotator_b"": 1}","{""ocp_na_annotator_a"": 0, ""ocp_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/src/org/openqa/selenium/grid/Main.java:116-155,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 0}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/test/org/openqa/selenium/firefox/FirefoxOptionsTest.java:90-92,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/deser/creators/ConstructorDetectorTest.java:113-115,dip,"{""dip_rater_annotator_a"": 0.0, ""dip_rater_annotator_b"": NaN}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 1}",na_or_missing
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/ActionSupport.java:345-360,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/test/org/openqa/selenium/support/ui/SlowLoadableComponentTest.java:140-145,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/responders/refactoring/RenamePageResponderTest.java:27-29,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fit/BindingTest.java:70-72,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/test/org/openqa/selenium/ElementFindingTest.java:341-345,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/objectid/AlwaysAsReferenceFirstTest.java:73-83,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/boot/jaxb/internal/AbstractBinder.java:149-174,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 0}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/src/fitnesse/wiki/RecentChangesWikiPage.java:21-24,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/test/org/openqa/selenium/FormHandlingTest.java:295-307,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 0}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/gui/util/FileListPanel.java:153-155,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/gui/util/JDateField.java:155-171,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/commons-lang-master/src/main/java/org/apache/commons/lang3/RandomUtils.java:168-170,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/commons-lang-master/src/main/java/org/apache/commons/lang3/function/Failable.java:471-473,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/views/jsp/ui/FieldErrorTagTest.java:116-138,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 0}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/src/org/openqa/selenium/docker/v1_41/PullImage.java:45-79,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/src/util/StreamReader.java:110-112,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/gui/action/What.java:66-99,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/commons-lang-master/src/test/java/org/apache/commons/lang3/ArrayUtilsRemoveMultipleTest.java:318-320,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/junit/JUnitRunNotifierResultsListenerTest.java:39-42,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/sql/results/graph/instantiation/internal/DynamicInstantiationAssemblerInjectionImpl.java:34-53,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/sql/exec/spi/ExecutionContext.java:85-87,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/functions/src/test/java/org/apache/jmeter/functions/TestTimeShiftFunction.java:105-112,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jackson-databind-2.19/src/main/java/com/fasterxml/jackson/databind/ser/std/BeanSerializerBase.java:746-778,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/XWorkTestCase.java:108-110,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/junit5-main/platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/MavenStarterTests.java:83-96,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/junit5-main/junit-platform-commons/src/main/java9/org/junit/platform/commons/util/ModuleUtils.java:243-247,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/protocol/http/src/main/java/org/apache/jmeter/protocol/http/gui/HTTPArgumentsPanel.java:123-133,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/plugins/convention/src/test/java/org/apache/struts2/convention/actions/interceptor/InterceptorsAction.java:46-48,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/jsontype/TestDoubleJsonCreator.java:167-169,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/src/org/openqa/selenium/grid/node/httpd/NodeServer.java:205-254,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/junit5-main/junit-platform-console/src/main/java/org/junit/platform/console/tasks/TestFeedPrintingListener.java:68-83,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/protocol/ldap/src/main/java/org/apache/jmeter/protocol/ldap/sampler/LdapClient.java:82-91,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/plugins/tiles/src/test/java/org/apache/tiles/api/AttributeTest.java:191-197,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 0}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/validator/IntRangeValidatorTest.java:64-69,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/dialect/type/PostgreSQLJsonPGObjectJsonbType.java:19-21,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/util/TextParseUtil.java:256-258,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jackson-databind-2.19/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertyBuilder.java:944-994,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/plugins/javatemplates/src/main/java/org/apache/struts2/views/java/simple/LabelHandler.java:30-45,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/commons-lang-master/src/main/java/org/apache/commons/lang3/ArrayUtils.java:4792-4794,dip,"{""dip_rater_annotator_a"": NaN, ""dip_rater_annotator_b"": 2.0}","{""dip_na_annotator_a"": 1, ""dip_na_annotator_b"": 0}",na_or_missing
systems/Projects/jmeter-master/src/components/src/main/java/org/apache/jmeter/assertions/ResponseAssertion.java:205-207,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/deser/builder/BuilderErrorHandlingTest.java:43-45,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/responders/refactoring/SearchReplaceMethodResponderTest.java:103-130,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/junit5-main/junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/extension/DefaultTestReporter.java:39-41,dip,"{""dip_rater_annotator_a"": NaN, ""dip_rater_annotator_b"": 1.0}","{""dip_na_annotator_a"": 1, ""dip_na_annotator_b"": 0}",na_or_missing
systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/module/SimpleModuleTest.java:56-58,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/components/src/main/java/org/apache/jmeter/visualizers/PropertyControlGui.java:199-210,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/wikitext/parser/HeadingsTest.java:26-29,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/commons-lang-master/src/main/java/org/apache/commons/lang3/util/FluentBitSet.java:129-131,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/ognl/SecurityMemberAccess.java:433-435,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/protocol/http/src/test/java/org/apache/jmeter/gui/action/ParseCurlCommandActionTest.java:459-468,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/launcher/core/DefaultLauncherEngineFilterTests.java:151-168,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/gui/UndoHistory.java:306-319,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/dispatcher/TwoFilterIntegrationTest.java:152-180,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/protocol/http/src/main/java/org/apache/jmeter/protocol/http/gui/CookiePanel.java:261-265,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/protocol/native/src/main/java/org/apache/jmeter/protocol/system/SystemSampler.java:207-209,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/plugins/config-browser/src/main/java/org/apache/struts2/config_browser/ShowConstantsAction.java:35-41,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/test/java/org/apache/struts2/text/StrutsLocalizedTextProviderTest.java:551-560,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/junit5-main/junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/StreamInterceptor.java:35-37,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/src/org/openqa/selenium/bidi/browsingcontext/BrowsingContext.java:226-230,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jackson-databind-2.19/src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertyBuilder.java:1280-1320,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/responders/files/PublisherTest.java:72-79,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/test/org/openqa/selenium/grid/data/NodeStatusTest.java:114-149,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/commons-lang-master/src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java:793-803,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/junit5-main/platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/ParallelExecutionIntegrationTests.java:817-820,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/api/AssertThrowsExactlyAssertionsTests.java:265-279,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/introspect/AccessorNamingStrategyTest.java:217-249,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/junit5-main/jupiter-tests/src/test/java/org/junit/jupiter/engine/TestTemplateInvocationTests.java:694-720,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/test/org/openqa/selenium/support/ui/FluentWaitTest.java:244-265,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/wikitext/parser/TodayTest.java:24-27,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jmeter-master/src/core/src/main/java/org/apache/jmeter/util/JsseSSLManager.java:98-120,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/slim/SlimServiceTestBase.java:33-51,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 0}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/struts-main/core/src/main/java/org/apache/struts2/inject/util/ReferenceCache.java:199-203,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jackson-databind-2.19/src/test/java/com/fasterxml/jackson/databind/deser/creators/NullValueViaCreatorTest.java:49-56,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/test/org/openqa/selenium/bidi/input/DefaultMouseTest.java:330-344,dip,"{""dip_rater_annotator_a"": 2, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/jackson-databind-2.19/src/main/java/com/fasterxml/jackson/databind/node/FloatNode.java:95-97,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/selenium-trunk/java/src/org/openqa/selenium/interactions/Actions.java:457-460,dip,"{""dip_rater_annotator_a"": 1, ""dip_rater_annotator_b"": 2}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/bytecode/enhance/internal/bytebuddy/FieldAccessEnhancer.java:51-118,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/SolidLeaning/fitnesse/test/fitnesse/wiki/fs/DiskFileSystemTest.java:24-34,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
systems/Projects/hibernate-orm-main/hibernate-core/src/main/java/org/hibernate/engine/internal/ImmutableEntityEntry.java:107-127,dip,"{""dip_rater_annotator_a"": 0, ""dip_rater_annotator_b"": 1}","{""dip_na_annotator_a"": 0, ""dip_na_annotator_b"": 0}",disagreement_no_tiebreak
